element_a,element_b,result,sources
chinchilla,underground,dust bath,clones
chinchilla,underwater,chin cousteau,clones
chinchilla,vampire,vampchilla,clones
chinchilla,vehicle,shark rider,clones
chinchilla,villain,gremlin,clones
chinchilla,void,ninchilla,clones
chinchilla,war,chinchilla knight,clones
chinchilla,water,gremlin,clones
chinchilla,water serpent,beaver,clones
chinchilla,weapon,bionic chinchilla,clones
chinchilla,wind,aviator chin,clones
chinchilla,wings,aviator chin,clones
chinchilla,wintertide,chudolph the braindeer,clones
chinchilla,wizard,wiz's apprentice,clones
chinchilla,wizarding school,transmutation,clones
chinese,goku,kung fu,infinite-craft
chips,company,pringles,clones
chlorine,hydrogen,hcl,clones
chlorine,methane,chloroform,clones
chlorine,sodium,salt,clones
chlorine,sodium,salt (alchemy classic),clones
chocolate,coconut,bounty chocolate bar,clones
chocolate,coconut,mounds,little-alchemy
chocolate,coconut milk,chocolate milk,little-alchemy
chocolate,dough,cookie dough,little-alchemy
chocolate,egg,cadbury eggs,little-alchemy
chocolate,fire,hot chocolate,clones
chocolate,heat,hot chocolate,little-alchemy
chocolate,milk,chocolate milk,little-alchemy
chocolate,mud,brownies,infinite-craft
chocolate,star wars,yoda,infinite-craft
chocolate milk,container,bottle,little-alchemy
chocolate milk,heat,hot chocolate,little-alchemy
chocolate milk,wheat,cereal,little-alchemy
christmas stocking,crystal ball,snow globe,little-alchemy
christmas stocking,glass,snow globe,little-alchemy
christmas stocking,human,santa,little-alchemy
christmas stocking,legend,santa,little-alchemy
christmas stocking,paper,wrapping paper,little-alchemy
christmas stocking,santa,gift,little-alchemy
christmas stocking,story,santa,little-alchemy
christmas stocking,sugar,candy cane,little-alchemy
christmas stocking,wrapping paper,gift,little-alchemy
christmas tree,crystal ball,snow globe,little-alchemy
christmas tree,glass,snow globe,little-alchemy
christmas tree,human,santa,little-alchemy
christmas tree,legend,santa,little-alchemy
christmas tree,livestock,reindeer,little-alchemy
christmas tree,old man,santa claus,clones
christmas tree,paper,wrapping paper,little-alchemy
christmas tree,santa,gift,little-alchemy
christmas tree,story,santa,little-alchemy
christmas tree,sugar,candy cane,little-alchemy
christmas tree,wool,christmas stocking,little-alchemy
christmas tree,wrapping paper,gift,little-alchemy
chromium,iron,steel,clones
church,rapper,kanye west,infinite-craft
cigarette,fire,lighter,clones
cigarettes,fire,ash,clones
cigarettes,fire,ash (zed's alchemy),clones
cigarettes,fire,smoke,clones
cigarettes,fire,smoke (zed's alchemy),clones
cigarettes,man,cancer,clones
cigarettes,woman,cancer,clones
cinema,cola,popcorn,clones
cinema,france,louis de funes,clones
cinema,iron,ironman,clones
cinema,mask,jim carrey,clones
cinema,medicine,dr. house,clones
cinema,mime,charlie chaplin,clones
cinema,plant,corn,clones
cinema,shark,jaws,clones
cinema,spy,james bond 007,clones
cinema,star,hollywood,clones
cinema,theater,movie theater,clones
cinema,tools,film camera,clones
cinema,youtube,netflix,infinite-craft
cinnabar,fire,mercury,clones
circle,tire,wheel,infinite-craft
circus,smile,clown,clones
citrus plants,sugar,oranges,clones
citrus plants,vinegar,lemons,clones
city,city,metropolis,infinite-craft
city,cloud,fog,little-alchemy
city,dinosaur,godzilla,little-alchemy
city,dinosaur,kaiju,little-alchemy
city,donut,bakery,little-alchemy
city,field,park,little-alchemy
city,firefighter,firestation,little-alchemy
city,fog,smog,little-alchemy
city,forest,park,little-alchemy
city,fountain,peterhof palace,clones
city,garden,park,little-alchemy
city,gold,bank,little-alchemy
city,grass,park,little-alchemy
city,internet,cyberpunk,infinite-craft
city,lenin,leningrad,clones
city,money,bank,little-alchemy
city,mouse,rat,little-alchemy
city,paper,map,little-alchemy
city,rain,acid rain,little-alchemy
city,river,flood,little-alchemy
city,safe,bank,little-alchemy
city,sex,sex and the city,clones
city,smoke,smog,little-alchemy
city,space ship,death star,clones
city,time,ruins,little-alchemy
city,tsunami,flood,little-alchemy
city,water,venice,clones
claw,dinosaur,velociraptor,infinite-craft
clay,clay,brick,infinite-craft
clay,coin,piggy bank,clones
clay,fire,brick,clones;little-alchemy
clay,fire,brick (alchemy 1000),clones
clay,fire,brick (alchemy classic),clones
clay,fire,brick (zed's alchemy),clones
clay,fire,bricks,clones
clay,fire,pottery,little-alchemy
clay,house,pottery,infinite-craft
clay,human,ceramics,clones
clay,human,ceramics (doodle god),clones
clay,human,potter,little-alchemy
clay,hydrated lime,cement,clones
clay,imp,golem,clones
clay,legend,golem,little-alchemy
clay,life,golem,clones;little-alchemy
clay,life,human,little-alchemy
clay,limestone,cement,clones
clay,man,ceramics,clones
clay,man,ceramics (zed's alchemy),clones
clay,oil,soap,little-alchemy
clay,statue,terracotta,infinite-craft
clay,stone,brick,little-alchemy
clay,story,golem,little-alchemy
clay,sun,brick,little-alchemy
clay,sun,bricks,clones
clay,tool,pottery,little-alchemy
clay,utensil,pitcher,clones
clay,wax,soap,little-alchemy
clay,wheel,potter's wheel,clones
clay,wheel,pottery,little-alchemy
cliffs,human,cave and stone,clones
cloak,dagger,spy,clones
cloak,duck,darkwing duck,clones
clock,country,switzerland,clones
clock,dawn,alarm clock,little-alchemy
clock,egg,egg timer,little-alchemy
clock,human,watch,little-alchemy
clock,hummingbird,cuckoo,little-alchemy
clock,light,sundial,little-alchemy
clock,owl,cuckoo,little-alchemy
clock,small,watch,little-alchemy
clock,sound,alarm clock,little-alchemy
clock,sun,sundial,little-alchemy
clock,transistor/semi-conductor,digital clock,clones
cloth,combat helmet,beenie,clones
cloth,corpse,mummy,clones
cloth,feather,pillow,clones
cloth,forest,tent,clones
cloth,forest,tent (alchemy 1000),clones
cloth,iron,pants,clones
cloth,light,cinema,clones
cloth,man,clothing,clones
cloth,man,clothing (zed's alchemy),clones
cloth,metal spring,trampoline,clones
cloth,rain,umbrella,clones
cloth,rope,bag,clones
cloth,snake,rope,clones
cloth,snake,rope (alchemy 1000),clones
cloth,table,tablecloth,clones
cloth,textile,clothing,infinite-craft
cloth,wall,carpet,clones
cloth,window,window blinds,clones
cloth,wing,hang glider,clones
cloth,woman,clothes,clones
cloth,woman,clothes (alchemy 1000),clones
cloth,woman,clothing,clones
cloth,woman,clothing (zed's alchemy),clones
cloth,wooden ship,sailing ship,clones
cloth,worm,silk,clones;infinite-craft
cloth,zombie,mummy,clones
clothes,crocodile,lacoste,clones
clothes,decollete,bra,clones
clothes,japan,kimono,clones
clothes,knight,armor,clones
clothes,legs,socks,clones
clothes,new year tree,holiday stockings,clones
clothes,robin hood,hood,clones
clothes,safe,cupboard,clones
clothes,snowman,santa claus,clones
clothes,soldier,combat helmet,clones
clothes,stick,coat hanger,clones
clothes,woman,dress,clones
clothes,wooden fragments,ancient footwear,clones
clothesline,dust,clothes,infinite-craft
clothing,job,uniform,infinite-craft
clothing,mechanism,zipper,clones
clothing,metal,armor,clones
clothing,scotland,kilt,clones
clothing,sun,bikini,clones
clothing,water,washing machine,clones
clothing,witch,witch’s hat,clones
clothing,woman,bra,clones
cloud,cloud,storm,little-alchemy
cloud,earth,fog,little-alchemy
cloud,earth,mountain,clones
cloud,earth,rain,infinite-craft
cloud,electricity,lightning,little-alchemy
cloud,electricity,storm,little-alchemy
cloud,energy,lightning,little-alchemy
cloud,energy,storm,little-alchemy
cloud,field,fog,little-alchemy
cloud,fire,lightning,infinite-craft
cloud,forest,fog,little-alchemy
cloud,heat,rain,little-alchemy
cloud,hill,fog,little-alchemy
cloud,house,skyscraper,little-alchemy
cloud,ice,hail,little-alchemy
cloud,ice,snow,clones
cloud,jump,parachute,clones
cloud,life,angel,clones
cloud,light,rainbow,little-alchemy
cloud,livestock,sheep,little-alchemy
cloud,mountain,fog,little-alchemy
cloud,planet,jupiter,little-alchemy
cloud,plant,cotton,little-alchemy
cloud,pressure,rain,little-alchemy
cloud,sickness,acid rain,little-alchemy
cloud,smog,acid rain,little-alchemy
cloud,smoke,acid rain,little-alchemy
cloud,sugar,cotton candy,little-alchemy
cloud,water,rain,clones;infinite-craft;little-alchemy
clouds,nitric acid,acid rain,clones
clouds,water,rain,clones
clouds,wind + wind,cold,clones
cloven-hoofed animals,grass,ruminants,clones
club,lasso,cowboy,infinite-craft
coal,earth,gunpowder,clones
coal,fire,energy,clones
coal,fire,fire,little-alchemy
coal,fire + stone,stove,clones
coal,iron,steel,clones
coal,metal,steel,little-alchemy
coal,pick,miner,clones
coal,pressure,diamond,clones;little-alchemy
coal,pressure,uncut diamond,clones
coal,snow,snowman,little-alchemy
coal,snowball,snowman,little-alchemy
coal,time,diamond,little-alchemy
coal,tree,pencil,clones
coal,water,oil,clones
coal,wood,pencil,little-alchemy
coat hanger,hood,cloak,clones
cobra,herring,eel,clones
cobra,lizard,iguana,clones
cobra,pike,lizard,clones
coca-cola,country,usa,clones
coca-cola,geyser,mentos,clones
coca-cola,mentos,carbon dioxide,clones
coca-cola,mentos,geyser,clones
coca-cola,sandwich,mcdonald's,clones
cochineal,fire,carmine,clones
cochineal,steam,carmine,clones
cockroach,grasshopper,praying mantis,clones
cockroach,leech,snail,clones
cockroach,mosquito,fly,clones
cockroach,snail,bug,clones
cocoa,sugar,chocolate,clones
cocoa bean,food factory,dark chocolate,clones
cocoa bean,food factory + milk,milk chocolate,clones
coconut,hammer,coconut milk,little-alchemy
coconut,milk,coconut milk,little-alchemy
coconut,stone,coconut shell,clones
coconut,sword,coconut milk,little-alchemy
coconut,tool,coconut milk,little-alchemy
coconut milk,container,bottle,little-alchemy
coconut milk,flour,batter,little-alchemy
coconut milk,sugar,chocolate,little-alchemy
coconut milk,wheat,cereal,little-alchemy
coconut shell,fire,activated carbon,clones
coconut shell,water,coconut milk,clones
cocoon,tools,silk,clones
code,door,intercom,clones
code,riddle,sudoku,clones
coffee,ice cream,latte,clones
coffee,tobacco,poison,clones
coffee,vodka,b52,clones
coffee bean,vodka,b-52,clones
coffin,container,grave,little-alchemy
coffin,earth,grave,clones;little-alchemy
coffin,earth,grave (zed's alchemy),clones
coffin,field,grave,little-alchemy
coffin,forest,grave,little-alchemy
coffin,gravestone,grave,little-alchemy
coin,paper,money,clones
coin,pig,piggy bank,clones
coins,container,safe,clones
cola,geyser,mentos,clones
cola,hamburger,mcdonald's,clones
cold,container,fridge,little-alchemy
cold,crystal ball,snow globe,little-alchemy
cold,deers,reindeers,clones
cold,electricity,fridge,little-alchemy
cold,elephants,mammothes,clones
cold,fruit,smoothie,little-alchemy
cold,glasses,ski goggles,little-alchemy
cold,house,igloo,little-alchemy
cold,human,chill,little-alchemy
cold,juice,popsicle,little-alchemy
cold,lava,obsidian,little-alchemy
cold,machine,fridge,little-alchemy
cold,metal,fridge,little-alchemy
cold,milk,ice cream,little-alchemy
cold,ocean,arctic,little-alchemy
cold,ocean,current,little-alchemy
cold,puddle,ice,little-alchemy
cold,rain,snow,clones;little-alchemy
cold,sea,arctic,little-alchemy
cold,sea,current,little-alchemy
cold,steam,snow,little-alchemy
cold,steel,fridge,little-alchemy
cold,sunglasses,ski goggles,little-alchemy
cold,tea,iced tea,little-alchemy
cold,water,ice,clones;little-alchemy
cold,yogurt,frozen yogurt,little-alchemy
cologne,fossil,amber,infinite-craft
colosseum,man,gladiator,clones
combustion engine,scissors,lawn mower,clones
combustion engine,wagon,car,little-alchemy
comedy,photoshop,meme,infinite-craft
commandments,human,religion,clones
company,football boots,nike,clones
company,iphone,apple inc,clones
company,post office,dhl,clones
company,windows,microsoft,clones
compass,paper,map,clones
compost,fruit trees,fruits,clones
compost,worms,wormy compost,clones
computer,computer,internet,clones;little-alchemy
computer,computer,server,infinite-craft
computer,dog,doge,little-alchemy
computer,fire,firefox,clones
computer,fruit,apple,clones
computer,human,cyborg,clones
computer,human,hacker,little-alchemy
computer,internet,hacker,infinite-craft
computer,knolwedge,hacker,clones
computer,letter,email,little-alchemy
computer,life,a.i,clones
computer,life,airplane,clones
computer,mechanism,robot,clones
computer,mouse,computer mouse,little-alchemy
computer,mouse,pc mouse,clones
computer,net,internet,little-alchemy
computer,net,www,clones
computer,newspaper,printer,little-alchemy
computer,paper,printer,little-alchemy
computer,penguin,linux,clones
computer,radio wave,cell phone,clones
computer,radio wave,cellphone,clones
computer,radiowave,cellphone,clones
computer,small,laptop,little-alchemy
computer,squirrel,pokki,little-alchemy
computer,telephone,tablet,clones
computer,vacuum cleaner,robot vacuum,little-alchemy
computer,virus,hacker,clones
computer,web,internet,little-alchemy
computer,window,windows,clones
computer,wire,internet,little-alchemy
computer mouse,human,hacker,little-alchemy
computer mouse,letter,email,little-alchemy
conductor,music,orchestra,infinite-craft
conductor,rockstar,musician,infinite-craft
cones,tools,nuts,clones
confetti,philosophy,small,little-alchemy
confetti,sugar,sprinkles,little-alchemy
conifers,glass,new year's baubles,clones
conifers,new year's baubles,new year tree,clones
conifers,tools,cones,clones
conifers,tools,resin,clones
constellation,horns,aries,clones
container,cookie,box,little-alchemy
container,corpse,coffin,little-alchemy
container,cow,barn,little-alchemy
container,crayon,box,little-alchemy
container,cuckoo,clock,little-alchemy
container,doctor,hospital,little-alchemy
container,dog,doghouse,little-alchemy
container,donut,box,little-alchemy
container,egg,birdhouse,little-alchemy
container,egg,nest,little-alchemy
container,electric car,garage,little-alchemy
container,electricity,battery,little-alchemy
container,email,computer,little-alchemy
container,energy,battery,little-alchemy
container,fairy tale,book,little-alchemy
container,family,house,little-alchemy
container,farmer,farm,little-alchemy
container,fireplace,house,little-alchemy
container,fish,aquarium,little-alchemy
container,flour,sack,little-alchemy
container,flower,garden,little-alchemy
container,flower,vase,little-alchemy
container,fox,cave,little-alchemy
container,fruit tree,orchard,little-alchemy
